checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
negative_balance,24,existing_paid_duly,car_new,3123,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,insurance_savings,27,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,36,existing_paid_duly,car_used,5493,very_low_savings,over_7_years,2,male_single,none,4,no_property,42,none,free,1,skilled_employee,2,no_phone,yes,good
high_balance,9,existing_paid_duly,radio_tv,1126,low_savings,over_7_years,2,male_divorced,none,4,real_estate,49,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,24,critical_account,radio_tv,1216,low_savings,less_than_1_year,4,male_single,none,4,no_property,38,bank,own,2,skilled_employee,2,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_new,1207,very_low_savings,less_than_1_year,4,female_divorced_married,none,4,insurance_savings,24,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,10,existing_paid_duly,car_new,1309,no_savings,1_to_4_years,4,male_single,guarantor,4,insurance_savings,27,none,own,1,unskilled_resident,1,no_phone,yes,bad
high_balance,15,critical_account,car_used,2360,medium_savings,1_to_4_years,2,male_single,none,2,car_or_other,36,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,15,all_paid_this_bank,car_new,6850,low_savings,unemployed,1,male_single,none,2,insurance_savings,34,none,own,1,management_self_employed,2,has_phone,yes,bad
no_checking_account,24,existing_paid_duly,radio_tv,1413,very_low_savings,1_to_4_years,4,male_married_widowed,none,2,insurance_savings,28,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,39,existing_paid_duly,car_used,8588,low_savings,over_7_years,4,male_single,none,2,car_or_other,45,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,759,very_low_savings,4_to_7_years,4,male_single,none,2,real_estate,26,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,36,existing_paid_duly,car_used,4686,very_low_savings,1_to_4_years,2,male_single,none,2,no_property,32,none,free,1,management_self_employed,1,has_phone,yes,good
high_balance,15,existing_paid_duly,business,2687,very_low_savings,4_to_7_years,2,male_single,none,4,insurance_savings,26,none,rent,1,skilled_employee,1,has_phone,yes,good
low_balance,12,payment_delay_past,radio_tv,585,very_low_savings,1_to_4_years,4,male_married_widowed,co_applicant,4,real_estate,20,none,rent,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,car_new,2255,no_savings,less_than_1_year,4,male_single,none,1,insurance_savings,54,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,6,critical_account,car_new,609,very_low_savings,4_to_7_years,4,female_divorced_married,none,3,insurance_savings,37,none,own,2,skilled_employee,1,no_phone,no,good
negative_balance,6,critical_account,car_new,1361,very_low_savings,less_than_1_year,2,male_single,none,4,real_estate,40,none,own,1,unskilled_resident,2,no_phone,no,good
no_checking_account,36,critical_account,furniture_equipment,7127,very_low_savings,less_than_1_year,2,female_divorced_married,none,4,insurance_savings,23,none,rent,2,skilled_employee,1,has_phone,yes,bad
negative_balance,6,existing_paid_duly,car_new,1203,low_savings,over_7_years,3,male_single,none,2,insurance_savings,43,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,6,critical_account,radio_tv,700,no_savings,over_7_years,4,male_single,none,4,no_property,36,none,free,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,critical_account,repairs,5507,very_low_savings,over_7_years,3,male_single,none,4,no_property,44,none,free,2,skilled_employee,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,radio_tv,3190,very_low_savings,1_to_4_years,2,female_divorced_married,none,2,real_estate,24,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,48,no_credit_all_paid,furniture_equipment,7119,very_low_savings,1_to_4_years,3,male_single,none,4,no_property,53,none,free,2,skilled_employee,2,no_phone,yes,bad
no_checking_account,24,existing_paid_duly,car_used,3488,low_savings,4_to_7_years,3,female_divorced_married,none,4,car_or_other,23,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,18,existing_paid_duly,radio_tv,1113,very_low_savings,1_to_4_years,4,female_divorced_married,guarantor,4,real_estate,26,none,own,1,unskilled_resident,2,no_phone,yes,good
low_balance,26,existing_paid_duly,car_used,7966,very_low_savings,less_than_1_year,2,male_single,none,3,car_or_other,30,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,15,critical_account,education,1532,low_savings,1_to_4_years,4,female_divorced_married,none,3,car_or_other,31,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,4,critical_account,radio_tv,1503,very_low_savings,4_to_7_years,2,male_single,none,1,real_estate,42,none,own,2,unskilled_resident,2,no_phone,yes,good
negative_balance,36,existing_paid_duly,radio_tv,2302,very_low_savings,1_to_4_years,4,male_divorced,none,4,car_or_other,31,none,rent,1,skilled_employee,1,no_phone,yes,bad
negative_balance,6,existing_paid_duly,car_new,662,very_low_savings,less_than_1_year,3,male_single,none,4,real_estate,41,none,own,1,unskilled_resident,2,has_phone,yes,good
low_balance,36,existing_paid_duly,education,2273,very_low_savings,4_to_7_years,3,male_single,none,1,car_or_other,32,none,own,2,skilled_employee,2,no_phone,yes,good
low_balance,15,existing_paid_duly,car_new,2631,low_savings,1_to_4_years,2,female_divorced_married,none,4,car_or_other,28,none,rent,2,skilled_employee,1,has_phone,yes,bad
no_checking_account,12,payment_delay_past,car_used,1503,very_low_savings,1_to_4_years,4,male_married_widowed,none,4,real_estate,41,none,rent,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,1311,low_savings,4_to_7_years,4,male_married_widowed,none,3,insurance_savings,26,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,3105,no_savings,less_than_1_year,4,male_single,none,2,car_or_other,25,none,own,2,skilled_employee,1,no_phone,yes,good
high_balance,21,critical_account,education,2319,very_low_savings,less_than_1_year,2,male_divorced,none,1,car_or_other,33,none,rent,1,skilled_employee,1,no_phone,yes,bad
negative_balance,6,existing_paid_duly,car_new,1374,no_savings,unemployed,4,female_divorced_married,none,3,insurance_savings,75,none,own,1,management_self_employed,1,has_phone,yes,good
low_balance,18,critical_account,furniture_equipment,3612,very_low_savings,over_7_years,3,female_divorced_married,none,4,insurance_savings,37,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,48,existing_paid_duly,car_new,7763,very_low_savings,over_7_years,4,male_single,none,4,no_property,42,bank,free,1,management_self_employed,1,no_phone,yes,bad
high_balance,18,existing_paid_duly,furniture_equipment,3049,very_low_savings,less_than_1_year,1,female_divorced_married,none,1,insurance_savings,45,stores,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1534,very_low_savings,less_than_1_year,1,male_married_widowed,none,1,real_estate,23,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,payment_delay_past,car_new,2032,very_low_savings,over_7_years,4,male_single,none,4,no_property,60,none,free,2,skilled_employee,1,has_phone,yes,good
negative_balance,30,existing_paid_duly,furniture_equipment,6350,no_savings,over_7_years,4,male_single,none,4,insurance_savings,31,none,own,1,skilled_employee,1,no_phone,yes,bad
high_balance,18,existing_paid_duly,furniture_equipment,2864,very_low_savings,1_to_4_years,2,male_single,none,1,real_estate,34,none,own,1,unskilled_resident,2,no_phone,yes,bad
no_checking_account,12,critical_account,car_new,1255,very_low_savings,over_7_years,4,male_single,none,4,real_estate,61,none,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,24,payment_delay_past,car_new,1333,very_low_savings,unemployed,4,male_single,none,2,real_estate,43,none,free,2,skilled_employee,2,no_phone,yes,bad
no_checking_account,24,critical_account,car_new,2022,very_low_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,37,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,1552,very_low_savings,4_to_7_years,3,male_single,none,1,car_or_other,32,bank,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,12,all_paid_this_bank,radio_tv,626,very_low_savings,1_to_4_years,4,female_divorced_married,none,4,real_estate,24,bank,own,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,48,critical_account,car_used,8858,no_savings,4_to_7_years,2,male_single,none,1,no_property,35,none,free,2,skilled_employee,1,has_phone,yes,good
no_checking_account,12,critical_account,repairs,996,no_savings,4_to_7_years,4,female_divorced_married,none,4,real_estate,23,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,6,all_paid_this_bank,radio_tv,1750,medium_savings,over_7_years,2,male_single,none,4,insurance_savings,45,bank,own,1,unskilled_resident,2,no_phone,yes,good
negative_balance,48,existing_paid_duly,radio_tv,6999,very_low_savings,4_to_7_years,1,male_married_widowed,guarantor,1,real_estate,34,none,own,2,skilled_employee,1,has_phone,yes,bad
low_balance,12,critical_account,car_new,1995,low_savings,less_than_1_year,4,male_single,none,1,car_or_other,27,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,9,existing_paid_duly,education,1199,very_low_savings,4_to_7_years,4,female_divorced_married,none,4,insurance_savings,67,none,own,2,management_self_employed,1,has_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1331,very_low_savings,less_than_1_year,2,male_single,none,1,car_or_other,22,stores,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,18,no_credit_all_paid,car_new,2278,low_savings,less_than_1_year,3,female_divorced_married,none,3,car_or_other,28,none,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,21,no_credit_all_paid,car_new,5003,no_savings,1_to_4_years,1,female_divorced_married,none,4,insurance_savings,29,bank,own,2,skilled_employee,1,has_phone,yes,bad
negative_balance,24,all_paid_this_bank,furniture_equipment,3552,very_low_savings,4_to_7_years,3,male_single,none,4,car_or_other,27,bank,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,18,critical_account,furniture_equipment,1928,very_low_savings,less_than_1_year,2,male_single,none,2,real_estate,31,none,own,2,unskilled_resident,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_used,2964,no_savings,over_7_years,4,male_single,none,4,no_property,49,bank,free,1,skilled_employee,2,has_phone,yes,good
negative_balance,24,all_paid_this_bank,radio_tv,1546,very_low_savings,4_to_7_years,4,male_single,guarantor,4,car_or_other,24,bank,rent,1,unskilled_resident,1,no_phone,yes,bad
high_balance,6,payment_delay_past,radio_tv,683,very_low_savings,less_than_1_year,2,female_divorced_married,none,1,insurance_savings,29,bank,own,1,skilled_employee,1,no_phone,yes,good
low_balance,36,existing_paid_duly,car_new,12389,no_savings,1_to_4_years,1,male_single,none,4,no_property,37,none,free,1,skilled_employee,1,has_phone,yes,bad
low_balance,24,payment_delay_past,business,4712,no_savings,1_to_4_years,4,male_single,none,2,insurance_savings,37,bank,own,2,management_self_employed,1,has_phone,yes,good
low_balance,24,payment_delay_past,radio_tv,1553,low_savings,4_to_7_years,3,female_divorced_married,none,2,insurance_savings,23,none,rent,2,skilled_employee,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,1372,very_low_savings,4_to_7_years,2,male_divorced,none,3,car_or_other,36,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,critical_account,radio_tv,2578,high_savings,over_7_years,2,male_single,none,2,car_or_other,34,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,48,existing_paid_duly,radio_tv,3979,no_savings,4_to_7_years,4,male_single,none,1,car_or_other,41,none,own,2,skilled_employee,2,has_phone,yes,good
negative_balance,48,existing_paid_duly,radio_tv,6758,very_low_savings,1_to_4_years,3,female_divorced_married,none,2,car_or_other,31,none,own,1,skilled_employee,1,has_phone,yes,bad
negative_balance,24,existing_paid_duly,furniture_equipment,3234,very_low_savings,less_than_1_year,4,female_divorced_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,has_phone,yes,bad
no_checking_account,30,critical_account,radio_tv,5954,very_low_savings,4_to_7_years,3,male_single,co_applicant,2,car_or_other,38,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,car_used,5433,no_savings,unemployed,2,female_divorced_married,none,4,insurance_savings,26,none,rent,1,management_self_employed,1,has_phone,yes,good
negative_balance,15,existing_paid_duly,business,806,very_low_savings,1_to_4_years,4,female_divorced_married,none,4,insurance_savings,22,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,9,existing_paid_duly,radio_tv,1082,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,27,none,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,15,critical_account,furniture_equipment,2788,very_low_savings,4_to_7_years,2,female_divorced_married,co_applicant,3,car_or_other,24,bank,own,2,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,2930,very_low_savings,4_to_7_years,2,female_divorced_married,none,1,real_estate,27,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,critical_account,education,1927,no_savings,1_to_4_years,3,female_divorced_married,none,2,car_or_other,33,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,36,critical_account,car_new,2820,very_low_savings,less_than_1_year,4,male_divorced,none,4,car_or_other,27,none,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,existing_paid_duly,retraining,937,very_low_savings,less_than_1_year,4,male_married_widowed,none,3,car_or_other,27,none,own,2,unskilled_resident,1,no_phone,yes,good
low_balance,18,critical_account,car_new,1056,very_low_savings,over_7_years,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled_employee,1,no_phone,yes,bad
low_balance,12,critical_account,car_new,3124,very_low_savings,less_than_1_year,1,male_single,none,3,real_estate,49,bank,own,2,unskilled_resident,2,no_phone,yes,good
no_checking_account,9,existing_paid_duly,furniture_equipment,1388,very_low_savings,1_to_4_years,4,female_divorced_married,none,2,real_estate,26,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,36,existing_paid_duly,repairs,2384,very_low_savings,less_than_1_year,4,male_single,none,1,no_property,33,none,rent,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,car_new,2133,no_savings,over_7_years,4,female_divorced_married,none,4,no_property,52,none,free,1,management_self_employed,1,has_phone,yes,good
negative_balance,18,existing_paid_duly,furniture_equipment,2039,very_low_savings,1_to_4_years,1,female_divorced_married,none,4,real_estate,20,bank,rent,1,skilled_employee,1,no_phone,yes,bad
negative_balance,9,critical_account,car_new,2799,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,no_phone,yes,good
negative_balance,12,existing_paid_duly,furniture_equipment,1289,very_low_savings,1_to_4_years,4,male_single,guarantor,1,insurance_savings,21,none,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,domestic_appliances,1217,very_low_savings,1_to_4_years,4,male_married_widowed,none,3,real_estate,47,none,own,1,unskilled_resident,1,has_phone,yes,bad
negative_balance,12,critical_account,furniture_equipment,2246,very_low_savings,over_7_years,3,male_single,none,3,insurance_savings,60,none,own,2,skilled_employee,1,no_phone,yes,bad
negative_balance,12,critical_account,radio_tv,385,very_low_savings,4_to_7_years,4,female_divorced_married,none,3,real_estate,58,none,own,4,unskilled_resident,1,has_phone,yes,good
low_balance,24,payment_delay_past,car_new,1965,no_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,42,none,rent,2,skilled_employee,1,has_phone,yes,good
no_checking_account,21,existing_paid_duly,business,1572,high_savings,over_7_years,4,female_divorced_married,none,4,real_estate,36,bank,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,24,existing_paid_duly,car_new,2718,very_low_savings,1_to_4_years,3,female_divorced_married,none,4,insurance_savings,20,none,rent,1,unskilled_resident,1,has_phone,yes,bad
negative_balance,24,all_paid_this_bank,others,1358,no_savings,over_7_years,4,male_single,none,3,car_or_other,40,stores,own,1,management_self_employed,1,has_phone,yes,bad
low_balance,6,all_paid_this_bank,car_new,931,low_savings,less_than_1_year,1,female_divorced_married,none,1,insurance_savings,32,stores,own,1,unskilled_resident,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_new,1442,very_low_savings,4_to_7_years,4,female_divorced_married,none,4,car_or_other,23,none,rent,2,skilled_employee,1,no_phone,yes,bad
low_balance,24,no_credit_all_paid,business,4241,very_low_savings,1_to_4_years,1,male_single,none,4,real_estate,36,none,own,3,unskilled_resident,1,has_phone,yes,bad
no_checking_account,18,critical_account,car_new,2775,very_low_savings,4_to_7_years,2,male_single,none,2,insurance_savings,31,bank,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,payment_delay_past,business,3863,very_low_savings,1_to_4_years,1,male_single,none,2,no_property,32,none,free,1,skilled_employee,1,no_phone,yes,good
low_balance,7,existing_paid_duly,radio_tv,2329,very_low_savings,less_than_1_year,1,female_divorced_married,guarantor,1,real_estate,45,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,9,existing_paid_duly,furniture_equipment,918,very_low_savings,1_to_4_years,4,female_divorced_married,none,1,insurance_savings,30,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,24,all_paid_this_bank,education,1837,very_low_savings,4_to_7_years,4,female_divorced_married,none,4,no_property,34,bank,free,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,36,existing_paid_duly,furniture_equipment,3349,very_low_savings,1_to_4_years,4,female_divorced_married,none,2,car_or_other,28,none,own,1,management_self_employed,1,has_phone,yes,bad
high_balance,10,existing_paid_duly,furniture_equipment,1275,very_low_savings,less_than_1_year,4,female_divorced_married,none,2,insurance_savings,23,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,24,all_paid_this_bank,furniture_equipment,2828,medium_savings,1_to_4_years,4,male_single,none,4,real_estate,22,stores,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,24,critical_account,business,4526,very_low_savings,1_to_4_years,3,male_single,none,2,real_estate,74,none,own,1,management_self_employed,1,has_phone,yes,good
low_balance,36,existing_paid_duly,radio_tv,2671,low_savings,1_to_4_years,4,female_divorced_married,co_applicant,4,no_property,50,none,free,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,18,existing_paid_duly,radio_tv,2051,very_low_savings,less_than_1_year,4,male_single,none,1,real_estate,33,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,15,existing_paid_duly,car_used,1300,no_savings,over_7_years,4,male_single,none,4,no_property,45,bank,free,1,skilled_employee,2,no_phone,yes,good
negative_balance,12,existing_paid_duly,domestic_appliances,741,low_savings,unemployed,4,female_divorced_married,none,3,insurance_savings,22,none,own,1,skilled_employee,1,no_phone,yes,bad
high_balance,10,existing_paid_duly,car_new,1240,low_savings,over_7_years,1,female_divorced_married,none,4,no_property,48,none,free,1,unskilled_resident,2,no_phone,yes,bad
negative_balance,21,existing_paid_duly,radio_tv,3357,high_savings,less_than_1_year,4,female_divorced_married,none,2,car_or_other,29,bank,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,24,all_paid_this_bank,car_used,3632,very_low_savings,1_to_4_years,1,female_divorced_married,guarantor,4,car_or_other,22,bank,rent,1,skilled_employee,1,no_phone,no,good
no_checking_account,18,payment_delay_past,furniture_equipment,1808,very_low_savings,4_to_7_years,4,female_divorced_married,none,1,real_estate,22,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,48,no_credit_all_paid,business,12204,no_savings,1_to_4_years,2,male_single,none,2,car_or_other,48,bank,own,1,management_self_employed,1,has_phone,yes,good
low_balance,60,payment_delay_past,radio_tv,9157,no_savings,1_to_4_years,2,male_single,none,2,no_property,27,none,free,1,management_self_employed,1,no_phone,yes,good
negative_balance,6,critical_account,car_new,3676,very_low_savings,1_to_4_years,1,male_single,none,3,real_estate,37,none,rent,3,skilled_employee,2,no_phone,yes,good
low_balance,30,existing_paid_duly,furniture_equipment,3441,low_savings,1_to_4_years,2,female_divorced_married,co_applicant,4,car_or_other,21,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,car_new,640,very_low_savings,1_to_4_years,4,male_divorced,none,2,real_estate,49,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,21,critical_account,business,3652,very_low_savings,4_to_7_years,2,male_single,none,3,insurance_savings,27,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,critical_account,car_new,1530,very_low_savings,1_to_4_years,3,male_single,none,2,insurance_savings,32,bank,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,48,existing_paid_duly,business,3914,no_savings,1_to_4_years,4,male_divorced,none,2,real_estate,38,bank,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,12,existing_paid_duly,furniture_equipment,1858,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,car_or_other,22,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,radio_tv,2600,very_low_savings,1_to_4_years,4,male_single,none,4,no_property,65,none,free,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,15,existing_paid_duly,radio_tv,1979,no_savings,over_7_years,4,male_single,none,2,car_or_other,35,none,own,1,skilled_employee,1,no_phone,yes,good
high_balance,6,existing_paid_duly,furniture_equipment,2116,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,41,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,9,all_paid_this_bank,car_new,1437,low_savings,4_to_7_years,2,male_single,none,3,no_property,29,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,42,critical_account,furniture_equipment,4042,medium_savings,1_to_4_years,4,male_single,none,4,real_estate,36,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,9,existing_paid_duly,education,3832,no_savings,over_7_years,1,male_single,none,4,real_estate,64,none,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,24,existing_paid_duly,radio_tv,3660,very_low_savings,1_to_4_years,2,female_divorced_married,none,4,car_or_other,28,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,all_paid_this_bank,furniture_equipment,1553,very_low_savings,1_to_4_years,4,male_single,none,3,car_or_other,44,bank,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,15,existing_paid_duly,radio_tv,1444,no_savings,less_than_1_year,4,male_single,none,1,insurance_savings,23,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,9,existing_paid_duly,furniture_equipment,1980,very_low_savings,less_than_1_year,2,female_divorced_married,co_applicant,2,car_or_other,19,none,rent,2,skilled_employee,1,no_phone,yes,bad
low_balance,24,existing_paid_duly,car_new,1355,very_low_savings,less_than_1_year,3,female_divorced_married,none,4,car_or_other,25,none,own,1,unskilled_resident,1,has_phone,yes,bad
no_checking_account,12,existing_paid_duly,education,1393,very_low_savings,over_7_years,4,male_single,none,4,insurance_savings,47,bank,own,3,skilled_employee,2,has_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,1376,medium_savings,4_to_7_years,4,female_divorced_married,none,1,car_or_other,28,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,60,payment_delay_past,radio_tv,15653,very_low_savings,4_to_7_years,2,male_single,none,4,car_or_other,21,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,12,existing_paid_duly,radio_tv,1493,very_low_savings,less_than_1_year,4,female_divorced_married,none,3,car_or_other,34,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,42,payment_delay_past,radio_tv,4370,very_low_savings,4_to_7_years,3,male_single,none,2,insurance_savings,26,bank,own,2,skilled_employee,2,has_phone,yes,bad
negative_balance,18,existing_paid_duly,education,750,very_low_savings,unemployed,4,female_divorced_married,none,1,real_estate,27,none,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,bad
low_balance,15,existing_paid_duly,repairs,1308,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,38,none,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,15,existing_paid_duly,education,4623,low_savings,1_to_4_years,3,male_single,none,2,insurance_savings,40,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,24,critical_account,radio_tv,1851,very_low_savings,4_to_7_years,4,male_married_widowed,guarantor,2,car_or_other,33,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,18,critical_account,radio_tv,1880,very_low_savings,4_to_7_years,4,male_married_widowed,none,1,insurance_savings,32,none,own,2,management_self_employed,1,has_phone,yes,good
no_checking_account,36,payment_delay_past,business,7980,no_savings,less_than_1_year,4,male_single,none,4,car_or_other,27,none,rent,2,skilled_employee,1,has_phone,yes,bad
negative_balance,30,no_credit_all_paid,furniture_equipment,4583,very_low_savings,1_to_4_years,2,male_divorced,guarantor,2,real_estate,32,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,existing_paid_duly,car_new,1386,medium_savings,1_to_4_years,2,female_divorced_married,none,2,insurance_savings,26,none,own,1,skilled_employee,1,no_phone,yes,bad
high_balance,24,existing_paid_duly,car_new,947,very_low_savings,4_to_7_years,4,male_single,none,3,no_property,38,bank,free,1,skilled_employee,2,no_phone,yes,bad
negative_balance,12,existing_paid_duly,education,684,very_low_savings,1_to_4_years,4,male_single,none,4,car_or_other,40,none,rent,1,unskilled_resident,2,no_phone,yes,bad
negative_balance,48,existing_paid_duly,education,7476,very_low_savings,4_to_7_years,4,male_single,none,1,no_property,50,none,free,1,management_self_employed,1,has_phone,yes,good
low_balance,12,existing_paid_duly,furniture_equipment,1922,very_low_savings,1_to_4_years,4,male_single,none,2,insurance_savings,37,none,own,1,unskilled_resident,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_new,2303,very_low_savings,over_7_years,4,male_single,co_applicant,1,real_estate,45,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,36,payment_delay_past,car_new,8086,low_savings,over_7_years,2,male_single,none,4,car_or_other,42,none,own,4,management_self_employed,1,has_phone,yes,bad
no_checking_account,24,critical_account,car_used,2346,very_low_savings,4_to_7_years,4,male_single,none,3,car_or_other,35,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,14,existing_paid_duly,car_new,3973,very_low_savings,unemployed,1,male_single,none,4,no_property,22,none,free,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,car_new,888,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,no_phone,yes,bad
no_checking_account,48,existing_paid_duly,radio_tv,10222,no_savings,4_to_7_years,4,male_single,none,3,car_or_other,37,stores,own,1,skilled_employee,1,has_phone,yes,good
low_balance,30,no_credit_all_paid,business,4221,very_low_savings,1_to_4_years,2,female_divorced_married,none,1,car_or_other,28,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,18,critical_account,furniture_equipment,6361,very_low_savings,over_7_years,2,male_single,none,1,no_property,41,none,own,1,skilled_employee,1,has_phone,yes,good
high_balance,12,existing_paid_duly,radio_tv,1297,very_low_savings,1_to_4_years,3,male_married_widowed,none,4,real_estate,23,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,900,no_savings,1_to_4_years,4,male_married_widowed,none,2,car_or_other,23,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,21,existing_paid_duly,furniture_equipment,2241,very_low_savings,over_7_years,4,male_single,none,2,real_estate,50,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,6,payment_delay_past,furniture_equipment,1050,very_low_savings,unemployed,4,male_single,none,1,insurance_savings,35,stores,own,2,management_self_employed,1,has_phone,yes,good
high_balance,6,critical_account,education,1047,very_low_savings,1_to_4_years,2,female_divorced_married,none,4,insurance_savings,50,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,24,critical_account,others,6314,very_low_savings,unemployed,4,male_single,co_applicant,2,no_property,27,bank,own,2,management_self_employed,1,has_phone,yes,good
